businessKey,batchId,ai_verification_time,ai_overall_status,testName,ai_meets_specification
ADE9883-TEST3,ADE9883,2026-02-17T15:13:10Z,FAIL,Endotoxin,Conforms
ADE9883-TEST4,ADE9883,2026-02-17T15:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACX7531-TEST0,ACX7531,2026-02-27T02:13:10Z,FAIL,Appearance,Conforms
ACX7531-TEST1,ACX7531,2026-02-27T02:13:10Z,FAIL,Mycoplasma,Conforms
ACX7531-TEST2,ACX7531,2026-02-27T02:13:10Z,FAIL,Sterility,Does Not Conform
ACX7531-TEST3,ACX7531,2026-02-27T02:13:10Z,FAIL,Endotoxin,Does Not Conform
ACX7531-TEST4,ACX7531,2026-02-27T02:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADG2065-TEST0,ADG2065,2026-02-18T04:13:10Z,FAIL,Appearance,Conforms
ADG2065-TEST1,ADG2065,2026-02-18T04:13:10Z,FAIL,Mycoplasma,Conforms
ADG2065-TEST2,ADG2065,2026-02-18T04:13:10Z,FAIL,Sterility,Conforms
ADG2065-TEST3,ADG2065,2026-02-18T04:13:10Z,FAIL,Endotoxin,Conforms
ADG2065-TEST4,ADG2065,2026-02-18T04:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ADK0694-TEST0,ADK0694,2026-02-12T14:13:10Z,FAIL,Appearance,Conforms
ADK0694-TEST1,ADK0694,2026-02-12T14:13:10Z,FAIL,Mycoplasma,Conforms
ADK0694-TEST2,ADK0694,2026-02-12T14:13:10Z,FAIL,Sterility,Conforms
ADK0694-TEST3,ADK0694,2026-02-12T14:13:10Z,FAIL,Endotoxin,Conforms
ADK0694-TEST4,ADK0694,2026-02-12T14:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ACW1471-TEST0,ACW1471,2026-01-22T16:13:10Z,FAIL,Appearance,Conforms
ACW1471-TEST1,ACW1471,2026-01-22T16:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACW1471-TEST2,ACW1471,2026-01-22T16:13:10Z,FAIL,Sterility,Conforms
ACW1471-TEST3,ACW1471,2026-01-22T16:13:10Z,FAIL,Endotoxin,Conforms
ACW1471-TEST4,ACW1471,2026-01-22T16:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACZ0312-TEST0,ACZ0312,2026-02-01T18:13:10Z,FAIL,Appearance,Conforms
ACZ0312-TEST1,ACZ0312,2026-02-01T18:13:10Z,FAIL,Mycoplasma,Conforms
ACZ0312-TEST2,ACZ0312,2026-02-01T18:13:10Z,FAIL,Sterility,Conforms
ACZ0312-TEST3,ACZ0312,2026-02-01T18:13:10Z,FAIL,Endotoxin,Conforms
ACZ0312-TEST4,ACZ0312,2026-02-01T18:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ADB7148-TEST0,ADB7148,2026-02-20T10:13:10Z,FAIL,Appearance,Conforms
ADB7148-TEST1,ADB7148,2026-02-20T10:13:10Z,FAIL,Mycoplasma,Conforms
ADB7148-TEST2,ADB7148,2026-02-20T10:13:10Z,FAIL,Sterility,Does Not Conform
ADB7148-TEST3,ADB7148,2026-02-20T10:13:10Z,FAIL,Endotoxin,Conforms
ADB7148-TEST4,ADB7148,2026-02-20T10:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADD2661-TEST0,ADD2661,2026-01-22T13:13:10Z,FAIL,Appearance,Conforms
ADD2661-TEST1,ADD2661,2026-01-22T13:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADD2661-TEST2,ADD2661,2026-01-22T13:13:10Z,FAIL,Sterility,Conforms
ADD2661-TEST3,ADD2661,2026-01-22T13:13:10Z,FAIL,Endotoxin,Conforms
ADD2661-TEST4,ADD2661,2026-01-22T13:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADB3107-TEST0,ADB3107,2026-01-26T01:13:10Z,FAIL,Appearance,Does Not Conform
ADB3107-TEST1,ADB3107,2026-01-26T01:13:10Z,FAIL,Mycoplasma,Conforms
ADB3107-TEST2,ADB3107,2026-01-26T01:13:10Z,FAIL,Sterility,Conforms
ADB3107-TEST3,ADB3107,2026-01-26T01:13:10Z,FAIL,Endotoxin,Conforms
ADB3107-TEST4,ADB3107,2026-01-26T01:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ACZ2130-TEST0,ACZ2130,2026-02-19T15:13:10Z,FAIL,Appearance,Conforms
ACZ2130-TEST1,ACZ2130,2026-02-19T15:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACZ2130-TEST2,ACZ2130,2026-02-19T15:13:10Z,FAIL,Sterility,Does Not Conform
ACZ2130-TEST3,ACZ2130,2026-02-19T15:13:10Z,FAIL,Endotoxin,Does Not Conform
ACZ2130-TEST4,ACZ2130,2026-02-19T15:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACX2946-TEST0,ACX2946,2026-01-06T15:13:10Z,FAIL,Appearance,Does Not Conform
ACX2946-TEST1,ACX2946,2026-01-06T15:13:10Z,FAIL,Mycoplasma,Conforms
ACX2946-TEST2,ACX2946,2026-01-06T15:13:10Z,FAIL,Sterility,Conforms
ACX2946-TEST3,ACX2946,2026-01-06T15:13:10Z,FAIL,Endotoxin,Conforms
ACX2946-TEST4,ACX2946,2026-01-06T15:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADD0696-TEST0,ADD0696,2026-01-12T01:13:10Z,FAIL,Appearance,Conforms
ADD0696-TEST1,ADD0696,2026-01-12T01:13:10Z,FAIL,Mycoplasma,Conforms
ADD0696-TEST2,ADD0696,2026-01-12T01:13:10Z,FAIL,Sterility,Does Not Conform
ADD0696-TEST3,ADD0696,2026-01-12T01:13:10Z,FAIL,Endotoxin,Conforms
ADD0696-TEST4,ADD0696,2026-01-12T01:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADB9847-TEST0,ADB9847,2026-02-14T07:13:10Z,FAIL,Appearance,Does Not Conform
ADB9847-TEST1,ADB9847,2026-02-14T07:13:10Z,FAIL,Mycoplasma,Conforms
ADB9847-TEST2,ADB9847,2026-02-14T07:13:10Z,FAIL,Sterility,Conforms
ADB9847-TEST3,ADB9847,2026-02-14T07:13:10Z,FAIL,Endotoxin,Conforms
ADB9847-TEST4,ADB9847,2026-02-14T07:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADA6809-TEST0,ADA6809,2026-02-21T01:13:10Z,FAIL,Appearance,Conforms
ADA6809-TEST1,ADA6809,2026-02-21T01:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADA6809-TEST2,ADA6809,2026-02-21T01:13:10Z,FAIL,Sterility,Conforms
ADA6809-TEST3,ADA6809,2026-02-21T01:13:10Z,FAIL,Endotoxin,Conforms
ADA6809-TEST4,ADA6809,2026-02-21T01:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACZ8942-TEST0,ACZ8942,2026-02-14T03:13:10Z,FAIL,Appearance,Does Not Conform
ACZ8942-TEST1,ACZ8942,2026-02-14T03:13:10Z,FAIL,Mycoplasma,Conforms
ACZ8942-TEST2,ACZ8942,2026-02-14T03:13:10Z,FAIL,Sterility,Conforms
ACZ8942-TEST3,ACZ8942,2026-02-14T03:13:10Z,FAIL,Endotoxin,Does Not Conform
ACZ8942-TEST4,ACZ8942,2026-02-14T03:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACW4009-TEST0,ACW4009,2026-01-17T09:13:10Z,FAIL,Appearance,Does Not Conform
ACW4009-TEST1,ACW4009,2026-01-17T09:13:10Z,FAIL,Mycoplasma,Conforms
ACW4009-TEST2,ACW4009,2026-01-17T09:13:10Z,FAIL,Sterility,Conforms
ACW4009-TEST3,ACW4009,2026-01-17T09:13:10Z,FAIL,Endotoxin,Conforms
ACW4009-TEST4,ACW4009,2026-01-17T09:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACW9669-TEST0,ACW9669,2026-02-13T09:13:10Z,FAIL,Appearance,Does Not Conform
ACW9669-TEST1,ACW9669,2026-02-13T09:13:10Z,FAIL,Mycoplasma,Conforms
ACW9669-TEST2,ACW9669,2026-02-13T09:13:10Z,FAIL,Sterility,Conforms
ACW9669-TEST3,ACW9669,2026-02-13T09:13:10Z,FAIL,Endotoxin,Conforms
ACW9669-TEST4,ACW9669,2026-02-13T09:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACY1334-TEST0,ACY1334,2026-02-13T10:13:10Z,FAIL,Appearance,Conforms
ACY1334-TEST1,ACY1334,2026-02-13T10:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACY1334-TEST2,ACY1334,2026-02-13T10:13:10Z,FAIL,Sterility,Conforms
ACY1334-TEST3,ACY1334,2026-02-13T10:13:10Z,FAIL,Endotoxin,Conforms
ACY1334-TEST4,ACY1334,2026-02-13T10:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACW0982-TEST0,ACW0982,2026-02-28T07:13:10Z,FAIL,Appearance,Does Not Conform
ACW0982-TEST1,ACW0982,2026-02-28T07:13:10Z,FAIL,Mycoplasma,Conforms
ACW0982-TEST2,ACW0982,2026-02-28T07:13:10Z,FAIL,Sterility,Conforms
ACW0982-TEST3,ACW0982,2026-02-28T07:13:10Z,FAIL,Endotoxin,Conforms
ACW0982-TEST4,ACW0982,2026-02-28T07:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADD3622-TEST0,ADD3622,2026-01-17T23:13:10Z,FAIL,Appearance,Does Not Conform
ADD3622-TEST1,ADD3622,2026-01-17T23:13:10Z,FAIL,Mycoplasma,Conforms
ADD3622-TEST2,ADD3622,2026-01-17T23:13:10Z,FAIL,Sterility,Conforms
ADD3622-TEST3,ADD3622,2026-01-17T23:13:10Z,FAIL,Endotoxin,Conforms
ADD3622-TEST4,ADD3622,2026-01-17T23:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACV6412-TEST0,ACV6412,2026-03-05T20:13:10Z,FAIL,Appearance,Conforms
ACV6412-TEST1,ACV6412,2026-03-05T20:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACV6412-TEST2,ACV6412,2026-03-05T20:13:10Z,FAIL,Sterility,Conforms
ACV6412-TEST3,ACV6412,2026-03-05T20:13:10Z,FAIL,Endotoxin,Conforms
ACV6412-TEST4,ACV6412,2026-03-05T20:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ADA9784-TEST0,ADA9784,2026-02-01T19:13:10Z,FAIL,Appearance,Does Not Conform
ADA9784-TEST1,ADA9784,2026-02-01T19:13:10Z,FAIL,Mycoplasma,Conforms
ADA9784-TEST2,ADA9784,2026-02-01T19:13:10Z,FAIL,Sterility,Conforms
ADA9784-TEST3,ADA9784,2026-02-01T19:13:10Z,FAIL,Endotoxin,Does Not Conform
ADA9784-TEST4,ADA9784,2026-02-01T19:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ACW4203-TEST0,ACW4203,2026-01-05T05:13:10Z,FAIL,Appearance,Conforms
ACW4203-TEST1,ACW4203,2026-01-05T05:13:10Z,FAIL,Mycoplasma,Conforms
ACW4203-TEST2,ACW4203,2026-01-05T05:13:10Z,FAIL,Sterility,Does Not Conform
ACW4203-TEST3,ACW4203,2026-01-05T05:13:10Z,FAIL,Endotoxin,Conforms
ACW4203-TEST4,ACW4203,2026-01-05T05:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADC1197-TEST0,ADC1197,2026-01-29T01:13:10Z,FAIL,Appearance,Conforms
ADC1197-TEST1,ADC1197,2026-01-29T01:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADC1197-TEST2,ADC1197,2026-01-29T01:13:10Z,FAIL,Sterility,Conforms
ADC1197-TEST3,ADC1197,2026-01-29T01:13:10Z,FAIL,Endotoxin,Conforms
ADC1197-TEST4,ADC1197,2026-01-29T01:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADJ5925-TEST0,ADJ5925,2026-03-01T16:13:10Z,FAIL,Appearance,Conforms
ADJ5925-TEST1,ADJ5925,2026-03-01T16:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADJ5925-TEST2,ADJ5925,2026-03-01T16:13:10Z,FAIL,Sterility,Does Not Conform
ADJ5925-TEST3,ADJ5925,2026-03-01T16:13:10Z,FAIL,Endotoxin,Conforms
ADJ5925-TEST4,ADJ5925,2026-03-01T16:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACY4952-TEST0,ACY4952,2026-02-27T18:13:10Z,PASS,Appearance,Conforms
ACY4952-TEST1,ACY4952,2026-02-27T18:13:10Z,PASS,Mycoplasma,Conforms
ACY4952-TEST2,ACY4952,2026-02-27T18:13:10Z,PASS,Sterility,Conforms
ACY4952-TEST3,ACY4952,2026-02-27T18:13:10Z,PASS,Endotoxin,Conforms
ACY4952-TEST4,ACY4952,2026-02-27T18:13:10Z,PASS,Cell Viability Percentage,Conforms
ADE3926-TEST0,ADE3926,2026-03-03T15:13:10Z,PASS,Appearance,Conforms
ADE3926-TEST1,ADE3926,2026-03-03T15:13:10Z,PASS,Mycoplasma,Conforms
ADE3926-TEST2,ADE3926,2026-03-03T15:13:10Z,PASS,Sterility,Conforms
ADE3926-TEST3,ADE3926,2026-03-03T15:13:10Z,PASS,Endotoxin,Conforms
ADE3926-TEST4,ADE3926,2026-03-03T15:13:10Z,PASS,Cell Viability Percentage,Conforms
ACZ1792-TEST0,ACZ1792,2026-02-18T22:13:10Z,FAIL,Appearance,Conforms
ACZ1792-TEST1,ACZ1792,2026-02-18T22:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACZ1792-TEST2,ACZ1792,2026-02-18T22:13:10Z,FAIL,Sterility,Conforms
ACZ1792-TEST3,ACZ1792,2026-02-18T22:13:10Z,FAIL,Endotoxin,Conforms
ACZ1792-TEST4,ACZ1792,2026-02-18T22:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADC9357-TEST0,ADC9357,2026-01-23T11:13:10Z,FAIL,Appearance,Conforms
ADC9357-TEST1,ADC9357,2026-01-23T11:13:10Z,FAIL,Mycoplasma,Conforms
ADC9357-TEST2,ADC9357,2026-01-23T11:13:10Z,FAIL,Sterility,Conforms
ADC9357-TEST3,ADC9357,2026-01-23T11:13:10Z,FAIL,Endotoxin,Conforms
ADC9357-TEST4,ADC9357,2026-01-23T11:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ADC8389-TEST0,ADC8389,2026-02-12T16:13:10Z,FAIL,Appearance,Does Not Conform
ADC8389-TEST1,ADC8389,2026-02-12T16:13:10Z,FAIL,Mycoplasma,Conforms
ADC8389-TEST2,ADC8389,2026-02-12T16:13:10Z,FAIL,Sterility,Conforms
ADC8389-TEST3,ADC8389,2026-02-12T16:13:10Z,FAIL,Endotoxin,Conforms
ADC8389-TEST4,ADC8389,2026-02-12T16:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACV6752-TEST0,ACV6752,2026-01-20T01:13:10Z,FAIL,Appearance,Conforms
ACV6752-TEST1,ACV6752,2026-01-20T01:13:10Z,FAIL,Mycoplasma,Conforms
ACV6752-TEST2,ACV6752,2026-01-20T01:13:10Z,FAIL,Sterility,Does Not Conform
ACV6752-TEST3,ACV6752,2026-01-20T01:13:10Z,FAIL,Endotoxin,Conforms
ACV6752-TEST4,ACV6752,2026-01-20T01:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADD9457-TEST0,ADD9457,2026-01-10T00:13:10Z,FAIL,Appearance,Does Not Conform
ADD9457-TEST1,ADD9457,2026-01-10T00:13:10Z,FAIL,Mycoplasma,Conforms
ADD9457-TEST2,ADD9457,2026-01-10T00:13:10Z,FAIL,Sterility,Conforms
ADD9457-TEST3,ADD9457,2026-01-10T00:13:10Z,FAIL,Endotoxin,Conforms
ADD9457-TEST4,ADD9457,2026-01-10T00:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADK4748-TEST0,ADK4748,2026-02-23T09:13:10Z,FAIL,Appearance,Conforms
ADK4748-TEST1,ADK4748,2026-02-23T09:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADK4748-TEST2,ADK4748,2026-02-23T09:13:10Z,FAIL,Sterility,Does Not Conform
ADK4748-TEST3,ADK4748,2026-02-23T09:13:10Z,FAIL,Endotoxin,Conforms
ADK4748-TEST4,ADK4748,2026-02-23T09:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACZ8927-TEST0,ACZ8927,2026-01-20T01:13:10Z,FAIL,Appearance,Conforms
ACZ8927-TEST1,ACZ8927,2026-01-20T01:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACZ8927-TEST2,ACZ8927,2026-01-20T01:13:10Z,FAIL,Sterility,Conforms
ACZ8927-TEST3,ACZ8927,2026-01-20T01:13:10Z,FAIL,Endotoxin,Conforms
ACZ8927-TEST4,ACZ8927,2026-01-20T01:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ADF3516-TEST0,ADF3516,2026-01-21T22:13:10Z,FAIL,Appearance,Does Not Conform
ADF3516-TEST1,ADF3516,2026-01-21T22:13:10Z,FAIL,Mycoplasma,Conforms
ADF3516-TEST2,ADF3516,2026-01-21T22:13:10Z,FAIL,Sterility,Conforms
ADF3516-TEST3,ADF3516,2026-01-21T22:13:10Z,FAIL,Endotoxin,Conforms
ADF3516-TEST4,ADF3516,2026-01-21T22:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADD4564-TEST0,ADD4564,2026-01-27T20:13:10Z,FAIL,Appearance,Conforms
ADD4564-TEST1,ADD4564,2026-01-27T20:13:10Z,FAIL,Mycoplasma,Conforms
ADD4564-TEST2,ADD4564,2026-01-27T20:13:10Z,FAIL,Sterility,Does Not Conform
ADD4564-TEST3,ADD4564,2026-01-27T20:13:10Z,FAIL,Endotoxin,Conforms
ADD4564-TEST4,ADD4564,2026-01-27T20:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADF5581-TEST0,ADF5581,2026-01-26T02:13:10Z,FAIL,Appearance,Conforms
ADF5581-TEST1,ADF5581,2026-01-26T02:13:10Z,FAIL,Mycoplasma,Conforms
ADF5581-TEST2,ADF5581,2026-01-26T02:13:10Z,FAIL,Sterility,Conforms
ADF5581-TEST3,ADF5581,2026-01-26T02:13:10Z,FAIL,Endotoxin,Conforms
ADF5581-TEST4,ADF5581,2026-01-26T02:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ACZ2953-TEST0,ACZ2953,2026-01-21T02:13:10Z,FAIL,Appearance,Conforms
ACZ2953-TEST1,ACZ2953,2026-01-21T02:13:10Z,FAIL,Mycoplasma,Conforms
ACZ2953-TEST2,ACZ2953,2026-01-21T02:13:10Z,FAIL,Sterility,Does Not Conform
ACZ2953-TEST3,ACZ2953,2026-01-21T02:13:10Z,FAIL,Endotoxin,Conforms
ACZ2953-TEST4,ACZ2953,2026-01-21T02:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADJ9761-TEST0,ADJ9761,2026-02-13T16:13:10Z,FAIL,Appearance,Does Not Conform
ADJ9761-TEST1,ADJ9761,2026-02-13T16:13:10Z,FAIL,Mycoplasma,Conforms
ADJ9761-TEST2,ADJ9761,2026-02-13T16:13:10Z,FAIL,Sterility,Conforms
ADJ9761-TEST3,ADJ9761,2026-02-13T16:13:10Z,FAIL,Endotoxin,Conforms
ADJ9761-TEST4,ADJ9761,2026-02-13T16:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACW0386-TEST0,ACW0386,2026-02-21T01:13:10Z,FAIL,Appearance,Does Not Conform
ACW0386-TEST1,ACW0386,2026-02-21T01:13:10Z,FAIL,Mycoplasma,Conforms
ACW0386-TEST2,ACW0386,2026-02-21T01:13:10Z,FAIL,Sterility,Conforms
ACW0386-TEST3,ACW0386,2026-02-21T01:13:10Z,FAIL,Endotoxin,Conforms
ACW0386-TEST4,ACW0386,2026-02-21T01:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADB6580-TEST0,ADB6580,2026-01-04T00:13:10Z,FAIL,Appearance,Conforms
ADB6580-TEST1,ADB6580,2026-01-04T00:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADB6580-TEST2,ADB6580,2026-01-04T00:13:10Z,FAIL,Sterility,Conforms
ADB6580-TEST3,ADB6580,2026-01-04T00:13:10Z,FAIL,Endotoxin,Does Not Conform
ADB6580-TEST4,ADB6580,2026-01-04T00:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACZ0315-TEST0,ACZ0315,2026-01-29T07:13:10Z,FAIL,Appearance,Does Not Conform
ACZ0315-TEST1,ACZ0315,2026-01-29T07:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACZ0315-TEST2,ACZ0315,2026-01-29T07:13:10Z,FAIL,Sterility,Conforms
ACZ0315-TEST3,ACZ0315,2026-01-29T07:13:10Z,FAIL,Endotoxin,Conforms
ACZ0315-TEST4,ACZ0315,2026-01-29T07:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACW9674-TEST0,ACW9674,2026-02-19T22:13:10Z,FAIL,Appearance,Conforms
ACW9674-TEST1,ACW9674,2026-02-19T22:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACW9674-TEST2,ACW9674,2026-02-19T22:13:10Z,FAIL,Sterility,Conforms
ACW9674-TEST3,ACW9674,2026-02-19T22:13:10Z,FAIL,Endotoxin,Conforms
ACW9674-TEST4,ACW9674,2026-02-19T22:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACV7393-TEST0,ACV7393,2026-01-17T13:13:10Z,FAIL,Appearance,Conforms
ACV7393-TEST1,ACV7393,2026-01-17T13:13:10Z,FAIL,Mycoplasma,Conforms
ACV7393-TEST2,ACV7393,2026-01-17T13:13:10Z,FAIL,Sterility,Conforms
ACV7393-TEST3,ACV7393,2026-01-17T13:13:10Z,FAIL,Endotoxin,Conforms
ACV7393-TEST4,ACV7393,2026-01-17T13:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ADC8714-TEST0,ADC8714,2026-02-26T13:13:10Z,FAIL,Appearance,Conforms
ADC8714-TEST1,ADC8714,2026-02-26T13:13:10Z,FAIL,Mycoplasma,Conforms
ADC8714-TEST2,ADC8714,2026-02-26T13:13:10Z,FAIL,Sterility,Conforms
ADC8714-TEST3,ADC8714,2026-02-26T13:13:10Z,FAIL,Endotoxin,Conforms
ADC8714-TEST4,ADC8714,2026-02-26T13:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ADD8403-TEST0,ADD8403,2026-01-25T09:13:10Z,FAIL,Appearance,Does Not Conform
ADD8403-TEST1,ADD8403,2026-01-25T09:13:10Z,FAIL,Mycoplasma,Conforms
ADD8403-TEST2,ADD8403,2026-01-25T09:13:10Z,FAIL,Sterility,Conforms
ADD8403-TEST3,ADD8403,2026-01-25T09:13:10Z,FAIL,Endotoxin,Conforms
ADD8403-TEST4,ADD8403,2026-01-25T09:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADE1440-TEST0,ADE1440,2026-01-27T23:13:10Z,PASS,Appearance,Conforms
ADE1440-TEST1,ADE1440,2026-01-27T23:13:10Z,PASS,Mycoplasma,Conforms
ADE1440-TEST2,ADE1440,2026-01-27T23:13:10Z,PASS,Sterility,Conforms
ADE1440-TEST3,ADE1440,2026-01-27T23:13:10Z,PASS,Endotoxin,Conforms
ADE1440-TEST4,ADE1440,2026-01-27T23:13:10Z,PASS,Cell Viability Percentage,Conforms
ADG1993-TEST0,ADG1993,2026-02-27T21:13:10Z,FAIL,Appearance,Conforms
ADG1993-TEST1,ADG1993,2026-02-27T21:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADG1993-TEST2,ADG1993,2026-02-27T21:13:10Z,FAIL,Sterility,Conforms
ADG1993-TEST3,ADG1993,2026-02-27T21:13:10Z,FAIL,Endotoxin,Conforms
ADG1993-TEST4,ADG1993,2026-02-27T21:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACW6013-TEST0,ACW6013,2026-02-27T19:13:10Z,FAIL,Appearance,Does Not Conform
ACW6013-TEST1,ACW6013,2026-02-27T19:13:10Z,FAIL,Mycoplasma,Conforms
ACW6013-TEST2,ACW6013,2026-02-27T19:13:10Z,FAIL,Sterility,Conforms
ACW6013-TEST3,ACW6013,2026-02-27T19:13:10Z,FAIL,Endotoxin,Conforms
ACW6013-TEST4,ACW6013,2026-02-27T19:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADK6204-TEST0,ADK6204,2026-01-31T15:13:10Z,FAIL,Appearance,Does Not Conform
ADK6204-TEST1,ADK6204,2026-01-31T15:13:10Z,FAIL,Mycoplasma,Conforms
ADK6204-TEST2,ADK6204,2026-01-31T15:13:10Z,FAIL,Sterility,Conforms
ADK6204-TEST3,ADK6204,2026-01-31T15:13:10Z,FAIL,Endotoxin,Conforms
ADK6204-TEST4,ADK6204,2026-01-31T15:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACU6506-TEST0,ACU6506,2026-01-21T09:13:10Z,FAIL,Appearance,Conforms
ACU6506-TEST1,ACU6506,2026-01-21T09:13:10Z,FAIL,Mycoplasma,Conforms
ACU6506-TEST2,ACU6506,2026-01-21T09:13:10Z,FAIL,Sterility,Conforms
ACU6506-TEST3,ACU6506,2026-01-21T09:13:10Z,FAIL,Endotoxin,Conforms
ACU6506-TEST4,ACU6506,2026-01-21T09:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ADK2385-TEST0,ADK2385,2026-01-26T16:13:10Z,FAIL,Appearance,Conforms
ADK2385-TEST1,ADK2385,2026-01-26T16:13:10Z,FAIL,Mycoplasma,Conforms
ADK2385-TEST2,ADK2385,2026-01-26T16:13:10Z,FAIL,Sterility,Does Not Conform
ADK2385-TEST3,ADK2385,2026-01-26T16:13:10Z,FAIL,Endotoxin,Conforms
ADK2385-TEST4,ADK2385,2026-01-26T16:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACX6805-TEST0,ACX6805,2026-01-21T18:13:10Z,FAIL,Appearance,Conforms
ACX6805-TEST1,ACX6805,2026-01-21T18:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACX6805-TEST2,ACX6805,2026-01-21T18:13:10Z,FAIL,Sterility,Conforms
ACX6805-TEST3,ACX6805,2026-01-21T18:13:10Z,FAIL,Endotoxin,Conforms
ACX6805-TEST4,ACX6805,2026-01-21T18:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACY5233-TEST0,ACY5233,2026-02-24T19:13:10Z,FAIL,Appearance,Conforms
ACY5233-TEST1,ACY5233,2026-02-24T19:13:10Z,FAIL,Mycoplasma,Conforms
ACY5233-TEST2,ACY5233,2026-02-24T19:13:10Z,FAIL,Sterility,Conforms
ACY5233-TEST3,ACY5233,2026-02-24T19:13:10Z,FAIL,Endotoxin,Conforms
ACY5233-TEST4,ACY5233,2026-02-24T19:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ADC8403-TEST0,ADC8403,2026-02-24T14:13:10Z,PASS,Appearance,Conforms
ADC8403-TEST1,ADC8403,2026-02-24T14:13:10Z,PASS,Mycoplasma,Conforms
ADC8403-TEST2,ADC8403,2026-02-24T14:13:10Z,PASS,Sterility,Conforms
ADC8403-TEST3,ADC8403,2026-02-24T14:13:10Z,PASS,Endotoxin,Conforms
ADC8403-TEST4,ADC8403,2026-02-24T14:13:10Z,PASS,Cell Viability Percentage,Conforms
ACL8595-TEST0,ACL8595,2026-01-12T01:13:10Z,PASS,Appearance,Conforms
ACL8595-TEST1,ACL8595,2026-01-12T01:13:10Z,PASS,Mycoplasma,Conforms
ACL8595-TEST2,ACL8595,2026-01-12T01:13:10Z,PASS,Sterility,Conforms
ACL8595-TEST3,ACL8595,2026-01-12T01:13:10Z,PASS,Endotoxin,Conforms
ACL8595-TEST4,ACL8595,2026-01-12T01:13:10Z,PASS,Cell Viability Percentage,Conforms
ADD4273-TEST0,ADD4273,2026-01-22T09:13:10Z,FAIL,Appearance,Conforms
